Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
41,Female,PhD,Widowed,92853.48240860083,737.0,13293.0,Auto,Self-employed,10,Excellent,0.3122193240179147,168134.0,0.0,West Josehaven,MA,Sri Lanka,4.0,2,Low
41,Non-binary,Master's,Single,,821.0,41382.0,Personal,Unemployed,9,Excellent,0.3722337431562712,277052.0,0.0,Mccarthymouth,MS,Fiji,4.0,2,Low
35,Non-binary,PhD,Single,116923.33287375524,811.0,,Home,Unemployed,6,Good,0.5434511477459332,117049.0,4.0,North Timothymouth,TN,Mali,1.0,0,Low
50,Female,Associate's,Single,146567.15781138642,754.0,,Personal,Unemployed,9,Excellent,0.2846425465504143,119508.0,1.0,Christianbury,CT,Italy,3.0,0,Low
39,Female,PhD,Married,68175.32287039625,770.0,41000.0,Auto,Employed,6,Fair,0.3735725749095171,36542.0,,Brittanyshire,NE,Cambodia,2.0,2,Low
66,Male,Associate's,Single,47886.575664136835,652.0,38343.0,Home,Self-employed,8,Good,0.5195350869325773,224860.0,4.0,Edwardshaven,KY,Guatemala,0.0,1,Low
38,Male,Associate's,Widowed,123122.7334584202,644.0,33940.0,Home,Unemployed,15,Excellent,0.4712136715298629,,2.0,New Samanthaborough,GU,Russian Federation,0.0,1,Low
59,Female,PhD,Divorced,119118.01379750417,787.0,46078.0,Auto,Employed,9,Excellent,0.593315006063833,,0.0,Bakerhaven,NY,Belarus,1.0,0,Low
60,Non-binary,Associate's,Divorced,107237.46052756539,714.0,5201.0,Business,Employed,16,Fair,0.2959114975864831,295670.0,2.0,Masseyshire,PW,Switzerland,1.0,1,Low
63,Non-binary,Master's,Divorced,109593.0302761643,645.0,36723.0,Personal,Self-employed,19,Excellent,0.556567605553776,,4.0,Jeremyville,WA,United States of America,4.0,2,Low
38,Non-binary,PhD,Widowed,118294.77993575188,735.0,17609.0,Business,Self-employed,18,Good,0.2392545328031725,245863.0,1.0,Jenniferstad,IA,Niger,4.0,2,Low
43,Female,Master's,Widowed,107368.08231756194,,30094.0,Auto,Self-employed,15,Excellent,0.134753213733247,293082.0,3.0,Russellfort,VT,Dominica,0.0,1,Low
49,Non-binary,Master's,Single,124383.44223687291,662.0,8923.0,Auto,Unemployed,14,Excellent,0.4049576856026591,277622.0,0.0,Phillipsburgh,NY,Gambia,0.0,0,Low
29,Non-binary,Associate's,Married,83755.6637063932,761.0,16036.0,Personal,Self-employed,18,Good,0.1049802657420404,173093.0,4.0,New Marioberg,FM,Uzbekistan,0.0,1,Low
40,Non-binary,PhD,Married,55521.58392381921,696.0,45392.0,Personal,Self-employed,8,Good,0.2337184144522857,197435.0,2.0,Johnbury,OR,Vanuatu,0.0,2,Low
56,Male,Master's,Single,137146.6033786387,678.0,39612.0,Personal,Employed,14,Good,0.5027322507876577,132900.0,,South Jennifer,NV,Turkmenistan,,2,Low
52,Male,Master's,Single,137951.3573451243,787.0,,Personal,Self-employed,16,Excellent,0.5384436472521948,54060.0,4.0,New Corey,MO,Namibia,1.0,0,Low
67,Female,Master's,Married,67683.96849217656,646.0,36247.0,Personal,Unemployed,8,Excellent,0.1362760913862772,121832.0,,Peterburgh,MO,Barbados,,2,Low
37,Male,PhD,Divorced,154732.90560168982,766.0,6063.0,Business,Employed,4,Excellent,0.5077297646539874,264447.0,2.0,New Katelynview,ME,South Africa,0.0,1,Low
52,Male,PhD,Married,85917.99698840886,640.0,43555.0,Personal,Self-employed,17,Excellent,0.3618967963409144,137653.0,0.0,Lauraton,NC,Australia,3.0,0,Low
51,Female,PhD,Divorced,154051.14760493464,788.0,38637.0,Auto,Employed,11,Excellent,0.1420296189705149,130335.0,1.0,Mitchellmouth,MD,Timor-Leste,0.0,0,Low
67,Male,Associate's,Single,44742.51006040226,730.0,9750.0,Auto,Self-employed,1,Good,0.1555322276064949,,1.0,Craigburgh,AS,Tanzania,2.0,0,Low
59,Female,PhD,Divorced,155712.4154316715,668.0,15709.0,Business,Unemployed,11,Fair,0.439634221233704,275907.0,4.0,Douglasmouth,AZ,Antarctica (the territory South of 60 deg S),3.0,1,Low
30,Female,PhD,Widowed,141235.22682585687,,18528.0,Personal,Employed,8,Good,0.1824608683556617,299629.0,,Lake Lisaburgh,NJ,Zambia,0.0,1,Low
31,Female,Master's,Single,139061.1893106407,665.0,45865.0,Personal,Employed,16,Excellent,0.416988288360799,147365.0,,Elijahborough,NE,Qatar,3.0,1,Low
25,Non-binary,PhD,Widowed,120633.72621788004,695.0,15620.0,Personal,Employed,7,Good,0.3895587322442007,45571.0,2.0,Dawnfurt,IL,Reunion,0.0,1,Low
21,Male,PhD,Single,114774.7134970334,773.0,22118.0,Auto,Self-employed,2,Excellent,0.5293742459142254,117000.0,1.0,Heatherchester,MT,Guadeloupe,1.0,1,Low
44,Non-binary,Master's,Widowed,52482.19307224755,760.0,7177.0,Personal,Employed,18,Excellent,0.3583843755266622,237624.0,4.0,Lake Timothyland,PW,Azerbaijan,1.0,0,Low
21,Non-binary,Master's,Divorced,133549.5381306618,,37881.0,Auto,Employed,2,Excellent,0.3926859965092655,272950.0,3.0,New Vickieland,OH,Andorra,3.0,2,Low
55,Male,PhD,Widowed,71295.95424914807,764.0,21659.0,Business,Unemployed,1,Good,0.2661540059730718,130013.0,3.0,Greenstad,AS,Guinea,1.0,0,Low
42,Non-binary,Associate's,Widowed,169073.12632305993,825.0,16319.0,Auto,Employed,0,Excellent,0.5818307587303623,28155.0,2.0,Skinnerville,CO,Haiti,,2,Low
48,Male,Master's,Divorced,,639.0,5583.0,Home,Employed,16,Good,0.1742889428482352,156497.0,,Lake Alan,VT,Finland,1.0,0,Low
30,Male,PhD,Widowed,121415.84436997067,745.0,40230.0,Business,Unemployed,15,Excellent,0.3074764035636989,225855.0,2.0,Lake Arielborough,OK,Myanmar,,0,Low
28,Non-binary,Master's,Married,46937.00520749871,,,Business,Self-employed,18,Excellent,0.587852018309248,121459.0,,Jordanhaven,CO,Botswana,,0,Low
65,Male,Master's,Married,105985.48338684511,708.0,9534.0,Business,Employed,11,Excellent,0.3213058554170314,,3.0,Kathleenton,WV,Israel,1.0,1,Low
43,Non-binary,PhD,Widowed,38151.80366291924,755.0,23707.0,Home,Employed,3,Fair,0.3687623963339924,235831.0,2.0,Larsontown,VT,El Salvador,1.0,0,Low
41,Non-binary,Associate's,Divorced,39858.95401070322,,46225.0,Personal,Unemployed,3,Excellent,0.1080407010021112,273457.0,1.0,South Bobby,PR,Turkey,4.0,0,Low
50,Male,Master's,Divorced,,,46309.0,Business,Employed,10,Excellent,0.5276659264283354,79242.0,3.0,Kimberlytown,CO,South Africa,3.0,1,Low
48,Non-binary,PhD,Married,56785.49805728642,680.0,,Personal,Self-employed,19,Good,0.2873463038005723,,,Kristymouth,LA,Indonesia,3.0,0,Low
48,Non-binary,Master's,Single,,,11419.0,Business,Unemployed,1,Good,0.2578153040320542,198158.0,0.0,East Spencer,AL,Bhutan,4.0,0,Low
42,Female,Associate's,Divorced,69630.10150795635,741.0,,Business,Employed,4,Fair,0.5353830138057057,262877.0,2.0,Smithport,NM,Burundi,4.0,0,Low
49,Female,Associate's,Married,167783.15030576708,715.0,44812.0,Home,Self-employed,11,Good,0.3389186482321075,193205.0,0.0,Port Tina,MI,Nauru,2.0,2,Low
19,Female,Master's,Single,54725.65690956502,766.0,37198.0,Home,Unemployed,0,Excellent,0.1295757525872683,,1.0,Williamsport,MI,Gibraltar,3.0,2,Low
32,Non-binary,PhD,Single,,754.0,20293.0,Personal,Self-employed,6,Excellent,0.4915356373943772,154456.0,3.0,North Amandaport,ID,Vanuatu,1.0,1,Low
52,Non-binary,Associate's,Married,,790.0,39283.0,Home,Unemployed,3,Good,0.4533843549185428,213626.0,,Mikeberg,MD,South Africa,3.0,2,Low
64,Male,PhD,Married,,753.0,7435.0,Personal,Unemployed,4,Good,0.22657842672765,131340.0,3.0,East Andrea,MI,Gabon,4.0,2,Low
68,Male,Associate's,Married,,660.0,29463.0,Personal,Self-employed,12,Excellent,0.1611652480877261,215274.0,,Kathleenhaven,NJ,Mayotte,2.0,0,Low
37,Non-binary,Master's,Married,,672.0,17464.0,Personal,Employed,18,Good,0.2703216739427716,,1.0,North Johnfurt,NC,Croatia,3.0,2,Low
34,Male,PhD,Single,95950.40053382718,730.0,35235.0,Business,Employed,11,Fair,0.4871509884093615,170083.0,1.0,Michelleton,MS,Netherlands,1.0,1,Low
69,Female,PhD,Married,35092.16875790018,698.0,47262.0,Auto,Self-employed,12,Excellent,0.4890936392934167,228830.0,1.0,Krauseburgh,OH,Kuwait,1.0,2,Low
44,Male,PhD,Widowed,,686.0,,Home,Self-employed,16,Excellent,0.1273744862418081,125818.0,,Port Frances,WI,Myanmar,2.0,1,Low
56,Non-binary,Associate's,Married,165348.10208435834,,7862.0,Home,Self-employed,18,Excellent,0.2032281310073437,170306.0,0.0,Michelleberg,CT,Dominican Republic,1.0,0,Low
50,Male,PhD,Widowed,111364.79764362084,,28021.0,Business,Employed,16,Excellent,0.4485336361117868,113082.0,2.0,Port Anthonychester,WV,French Guiana,1.0,2,Low
45,Non-binary,Associate's,Divorced,61123.76039819236,808.0,,Personal,Self-employed,1,Excellent,0.481486371156227,99256.0,3.0,New Sean,WV,Nigeria,0.0,0,Low
67,Non-binary,Master's,Widowed,,,41902.0,Home,Self-employed,18,Excellent,0.3365537605564165,244663.0,0.0,Port Melissa,PR,India,0.0,2,Low
20,Non-binary,Associate's,Single,,667.0,17218.0,Business,Unemployed,8,Fair,0.1402400691506223,162622.0,2.0,East Julia,WV,Canada,3.0,2,Low
30,Male,PhD,Widowed,57231.052408061485,,36408.0,Personal,Self-employed,3,Excellent,0.1910368017494222,59866.0,3.0,West Corey,CT,Namibia,4.0,2,Low
65,Male,PhD,Married,39618.722168983775,666.0,14356.0,Business,Employed,6,Good,0.3072465284442291,113839.0,,Michaelborough,FM,Antigua and Barbuda,3.0,2,Low
22,Female,Associate's,Single,106967.61465393036,716.0,46415.0,Home,Unemployed,1,Excellent,0.3608389130488951,,1.0,North Judy,VI,Chad,0.0,0,Low
25,Female,Master's,Married,106264.82185868594,749.0,38907.0,Business,Self-employed,16,Fair,0.4042502334282194,290515.0,1.0,Rosschester,MS,Belize,2.0,2,Low
59,Non-binary,PhD,Married,,734.0,28142.0,Auto,Unemployed,11,Excellent,0.146765474624399,298551.0,,East Steve,SD,Djibouti,3.0,0,Low
51,Male,Master's,Single,62777.600395442874,786.0,21389.0,Auto,Self-employed,2,Good,0.3865714669579649,21736.0,2.0,Parkfort,TX,Western Sahara,2.0,2,Low
40,Female,PhD,Married,45835.22030561959,,13450.0,Personal,Self-employed,2,Excellent,0.3443263392249831,260783.0,0.0,Oliviachester,HI,United States of America,3.0,1,Low
60,Female,Master's,Widowed,100173.00593648951,665.0,,Personal,Self-employed,8,Excellent,0.1907165183376638,258459.0,,Stevenville,CA,United Arab Emirates,4.0,0,Low
63,Female,Associate's,Widowed,100102.79860507608,726.0,17461.0,Personal,Employed,18,Excellent,0.189016296940142,221601.0,,North Kevin,GU,Slovakia (Slovak Republic),0.0,2,Low
61,Non-binary,Master's,Single,69247.36707789777,727.0,6273.0,Personal,Unemployed,5,Excellent,0.5018136989767555,288578.0,3.0,West Richard,NJ,Puerto Rico,,1,Low
57,Male,Associate's,Married,62183.33825239757,784.0,36259.0,Home,Unemployed,1,Fair,0.5548359064710344,41227.0,1.0,Deborahville,UT,Yemen,1.0,0,Low
45,Non-binary,Associate's,Widowed,66414.48827040268,763.0,18256.0,Home,Unemployed,17,Good,0.5439369109401225,127768.0,3.0,West David,IA,Benin,,1,Low
38,Non-binary,PhD,Widowed,81516.26428892823,729.0,,Business,Self-employed,6,Excellent,0.145045791216578,206622.0,2.0,East Christopherborough,NM,United States of America,3.0,1,Low
50,Male,PhD,Married,92159.57080942907,677.0,,Auto,Unemployed,2,Fair,0.2309876320695966,,1.0,New Stephaniestad,HI,Uruguay,0.0,0,Low
59,Non-binary,PhD,Married,43145.81264054164,717.0,22175.0,Auto,Unemployed,4,Excellent,0.4667037919065256,,1.0,Bowmanfurt,WY,Egypt,3.0,2,Low
61,Female,PhD,Widowed,128753.475612577,635.0,24188.0,Business,Self-employed,7,Excellent,0.3652295661887924,202499.0,2.0,Sandovalview,CT,Grenada,3.0,0,Low
21,Non-binary,Associate's,Single,152228.6629985715,746.0,43301.0,Home,Employed,18,Excellent,0.5445498454527148,290638.0,2.0,New Erica,NC,Lao People's Democratic Republic,,2,Low
46,Female,PhD,Divorced,42200.05541842698,668.0,,Home,Self-employed,6,Fair,0.5481372960205758,188960.0,3.0,Reedborough,CT,Equatorial Guinea,4.0,1,Low
30,Male,Master's,Widowed,145680.12763458773,793.0,19285.0,Business,Unemployed,13,Fair,0.1677152749497832,240768.0,,Allisonborough,NY,Bolivia,,0,Low
30,Non-binary,Master's,Single,105833.36106731223,,26405.0,Home,Employed,7,Excellent,0.5059904777379618,74712.0,3.0,Johnbury,NJ,Afghanistan,2.0,0,Low
44,Non-binary,PhD,Widowed,,737.0,19255.0,Home,Unemployed,7,Good,0.2196327665597995,237231.0,,Lake Geoffrey,TN,Jordan,3.0,0,Low
34,Non-binary,Master's,Married,,732.0,,Business,Employed,7,Excellent,0.4637776177104441,,4.0,Nelsontown,AZ,Togo,0.0,0,Low
30,Non-binary,PhD,Single,24057.299653361802,,36444.0,Auto,Self-employed,4,Excellent,0.3673866808380598,298935.0,4.0,Markton,CT,Singapore,4.0,0,Low
63,Male,PhD,Single,112391.35708589073,735.0,27659.0,Home,Self-employed,18,Fair,0.4154387974997066,278135.0,3.0,West Malloryland,NJ,El Salvador,,0,Low
58,Male,PhD,Divorced,,759.0,,Personal,Self-employed,11,Fair,0.5775330979643457,,0.0,Travisfurt,AZ,Aruba,1.0,1,Low
43,Male,Master's,Widowed,69153.80204468369,777.0,41564.0,Home,Self-employed,5,Good,0.282965232882518,141762.0,2.0,Adamsmouth,VI,Argentina,1.0,2,Low
66,Male,PhD,Married,105681.2231569111,662.0,33375.0,Personal,Unemployed,13,Fair,0.4313142474248984,173738.0,2.0,New Stacy,MA,South Africa,1.0,2,Low
40,Female,Master's,Divorced,67602.95144266365,625.0,40196.0,Business,Employed,8,Excellent,0.1201251405441648,288367.0,0.0,Port Stevenburgh,OK,Cayman Islands,1.0,2,Low
51,Non-binary,PhD,Married,58680.00433317466,739.0,5207.0,Business,Unemployed,1,Excellent,0.1335444140401534,173265.0,,East Michael,ME,Nicaragua,1.0,1,Low
54,Female,PhD,Widowed,170710.41695171047,764.0,38460.0,Business,Employed,16,Good,0.5019886189107261,216857.0,3.0,West Angelhaven,MA,Bangladesh,2.0,0,Low
21,Non-binary,Master's,Married,91966.51979561025,754.0,,Home,Employed,11,Excellent,0.180260160625932,46998.0,3.0,New Patricia,ND,Puerto Rico,2.0,1,Low
41,Non-binary,PhD,Single,91240.0274949266,739.0,,Auto,Self-employed,4,Excellent,0.4003308384245543,99963.0,,West Joy,WV,Saudi Arabia,2.0,0,Low
63,Male,PhD,Married,,801.0,19073.0,Auto,Employed,6,Fair,0.5283271380607608,84206.0,4.0,Sierraborough,LA,Djibouti,,0,Low
47,Female,PhD,Divorced,105127.62417004982,809.0,46961.0,Business,Self-employed,5,Excellent,0.5012443732665692,255263.0,0.0,Angelicafurt,TN,Colombia,1.0,0,Low
64,Male,Associate's,Widowed,141542.91662535773,753.0,47174.0,Business,Self-employed,19,Excellent,0.5533570544762229,235087.0,2.0,Jamesfort,LA,Uganda,4.0,0,Low
33,Non-binary,PhD,Single,67008.70131289435,,28748.0,Personal,Employed,0,Excellent,0.1120816305037979,,1.0,Pamelabury,MN,Switzerland,1.0,0,Low
57,Non-binary,PhD,Single,34423.08493933866,723.0,22663.0,Home,Unemployed,12,Excellent,0.5926632679776324,192433.0,,West Kathleenville,MI,Nigeria,3.0,2,Low
54,Male,Master's,Married,59836.81715953206,705.0,,Home,Unemployed,18,Fair,0.4820627249029477,36457.0,4.0,Walkermouth,GA,Greenland,2.0,0,Low
28,Non-binary,Associate's,Widowed,116578.74027123484,814.0,41615.0,Personal,Employed,12,Excellent,0.5778960527058509,221392.0,2.0,Bautistaport,ID,Lao People's Democratic Republic,2.0,1,Low
51,Non-binary,Associate's,Married,41669.370615285785,809.0,24906.0,Auto,Employed,5,Fair,0.3528449228626449,,2.0,Wyattmouth,AZ,Colombia,0.0,1,Low
68,Non-binary,PhD,Single,104954.85750896184,,,Auto,Self-employed,18,Fair,0.4322124255182574,171569.0,,Diazhaven,TX,Congo,,0,Low
58,Non-binary,PhD,Married,164565.11774552768,,33340.0,Home,Unemployed,0,Excellent,0.13516403425751,107853.0,3.0,Fordchester,RI,Guernsey,,2,Low
64,Female,PhD,Married,127366.97348925339,717.0,20503.0,Auto,Employed,17,Excellent,0.2213968148211829,221056.0,2.0,Mooreborough,SC,Thailand,1.0,1,Low
43,Male,Master's,Divorced,81953.47031221399,687.0,40865.0,Home,Self-employed,16,Excellent,0.4581441428449806,29507.0,,Burnschester,OR,Saint Martin,2.0,2,Low
53,Non-binary,Master's,Single,78067.32368365212,776.0,19166.0,Home,Unemployed,19,Fair,0.112477869374752,237895.0,1.0,South Codyland,MP,Tajikistan,4.0,0,Low
52,Non-binary,Associate's,Divorced,148352.93436180116,720.0,,Home,Employed,3,Fair,0.1623795075640262,137021.0,3.0,Garzaburgh,VT,Aruba,4.0,2,Low
35,Non-binary,Master's,Single,,,31039.0,Business,Self-employed,19,Excellent,0.4812518403441841,146975.0,1.0,Timothyfurt,NM,Belgium,1.0,2,Low
54,Female,Associate's,Divorced,,,,Auto,Unemployed,4,Excellent,0.158351400407625,131508.0,1.0,Brockburgh,KY,Northern Mariana Islands,,0,Low
55,Male,Associate's,Married,38364.74176953444,,44756.0,Home,Self-employed,14,Good,0.37639983744156,158463.0,4.0,New Daniel,WV,New Caledonia,1.0,2,Low
24,Male,Associate's,Widowed,100559.43678408553,665.0,7519.0,Home,Unemployed,6,Fair,0.5063122377687502,244860.0,2.0,East Geraldfurt,MP,Rwanda,1.0,0,Low
18,Female,Master's,Widowed,131140.00931760928,681.0,46360.0,Home,Self-employed,11,Excellent,0.5055140566529606,155063.0,3.0,Mitchellborough,CO,Cuba,1.0,0,Low
22,Male,PhD,Single,45861.37890105116,769.0,,Home,Unemployed,7,Excellent,0.4047236588856754,,3.0,Port Deniseburgh,ID,Saint Vincent and the Grenadines,3.0,2,Low
56,Non-binary,Master's,Widowed,110191.14908159792,773.0,,Auto,Self-employed,13,Fair,0.5104656858995873,147707.0,,Lake Markmouth,NH,Togo,0.0,2,Low
43,Male,Master's,Widowed,72049.70823594967,826.0,11162.0,Home,Employed,17,Fair,0.5281833334688085,113184.0,2.0,Hernandezville,MA,Saint Barthelemy,0.0,0,Low
67,Female,Associate's,Married,137160.10174913588,677.0,13705.0,Auto,Self-employed,17,Excellent,0.3226342590159552,29689.0,1.0,East Jonathan,AR,Cameroon,4.0,2,Low
31,Non-binary,Associate's,Widowed,,777.0,36316.0,Business,Unemployed,4,Fair,0.1099667691039808,81894.0,3.0,East Keithview,AR,Cocos (Keeling) Islands,3.0,1,Low
53,Non-binary,Master's,Widowed,,682.0,26486.0,Personal,Unemployed,15,Fair,0.3611817657107862,206550.0,0.0,Rosechester,CT,Bulgaria,,2,Low
53,Female,PhD,Single,143861.5516895562,,40225.0,Auto,Self-employed,10,Excellent,0.3397392430662386,289260.0,2.0,Mccormickborough,IL,Nauru,3.0,1,Low
43,Non-binary,PhD,Married,58846.360864023525,663.0,10765.0,Auto,Self-employed,4,Excellent,0.3889464193915838,74939.0,,Ricetown,NM,Puerto Rico,0.0,0,Low
62,Non-binary,PhD,Single,71095.87844470625,748.0,,Business,Unemployed,8,Excellent,0.4201414899046281,154450.0,1.0,New Valerieton,GU,Saudi Arabia,2.0,0,Low
21,Male,Associate's,Married,57278.40172738833,,20095.0,Personal,Self-employed,5,Excellent,0.2622859478801699,201213.0,,Lake Allisonmouth,AK,Kiribati,2.0,1,Low
30,Male,Associate's,Married,,766.0,48647.0,Personal,Unemployed,7,Good,0.3781456023575121,267778.0,3.0,Adamside,MP,Nepal,0.0,1,Low
44,Male,Associate's,Single,55576.67497779799,738.0,12930.0,Home,Unemployed,13,Good,0.571458555762718,267676.0,2.0,South Jane,NE,Paraguay,0.0,1,Low
36,Non-binary,PhD,Single,57630.182743049954,634.0,16475.0,Personal,Self-employed,1,Excellent,0.4003112970821801,29532.0,,Curtisborough,MP,Kuwait,,1,Low
36,Female,PhD,Single,123301.29276932233,830.0,22144.0,Home,Unemployed,17,Excellent,0.2777032493262389,74249.0,,North Bridgetbury,ID,Cyprus,2.0,1,Low
38,Non-binary,PhD,Widowed,138153.3498466199,657.0,22546.0,Home,Unemployed,0,Fair,0.366882178231136,216296.0,2.0,New Calebhaven,TN,Croatia,4.0,2,Low
22,Male,Master's,Married,55188.49601300025,675.0,31266.0,Auto,Self-employed,6,Excellent,0.5806148623403585,249899.0,,West Taylorport,TN,Bosnia and Herzegovina,2.0,2,Low
29,Non-binary,PhD,Married,,655.0,20029.0,Personal,Self-employed,4,Excellent,0.1330729360813783,156552.0,2.0,North Ariana,GA,Grenada,1.0,1,Low
38,Male,Associate's,Married,72720.11898417206,843.0,35495.0,Auto,Self-employed,6,Fair,0.42078437123985,124669.0,2.0,Micheleville,DE,Jamaica,1.0,1,Low
21,Female,PhD,Single,134815.74195379028,801.0,40868.0,Personal,Unemployed,10,Good,0.4418569843379264,124984.0,4.0,Villarrealville,NV,Suriname,1.0,1,Low
32,Non-binary,PhD,Widowed,,720.0,24675.0,Business,Self-employed,7,Good,0.1236149984544419,207668.0,3.0,North Christy,IA,Gibraltar,0.0,1,Low
46,Non-binary,PhD,Widowed,97952.02273617913,765.0,35232.0,Auto,Self-employed,8,Fair,0.4157296185012233,207215.0,0.0,East Johnmouth,FM,Congo,,1,Low
46,Male,PhD,Widowed,114094.3465613662,804.0,25467.0,Home,Employed,12,Excellent,0.3248335772394188,,,Jameshaven,FL,Libyan Arab Jamahiriya,3.0,1,Low
20,Female,Master's,Widowed,51393.417161470534,,23524.0,Home,Employed,11,Good,0.1372242608075679,92814.0,,Melissaburgh,RI,Jersey,3.0,2,Low
30,Female,Associate's,Divorced,52197.15306165875,721.0,16936.0,Auto,Unemployed,2,Good,0.3122793629419301,281975.0,1.0,Stewartland,TX,Marshall Islands,4.0,1,Low
68,Female,PhD,Single,71408.77648828043,830.0,44980.0,Auto,Employed,6,Fair,0.1881309790414052,244624.0,2.0,Butlerborough,TX,France,2.0,1,Low
20,Male,Associate's,Single,110268.33584039251,650.0,20772.0,Auto,Unemployed,5,Excellent,0.1244510887192187,220809.0,,West Gregoryland,VA,Azerbaijan,3.0,0,Low
21,Female,PhD,Widowed,60342.341763308876,713.0,23780.0,Personal,Employed,3,Fair,0.1829024150224187,203745.0,2.0,Devinstad,NY,Uganda,2.0,2,Low
61,Male,PhD,Married,152494.6532501926,755.0,30156.0,Personal,Self-employed,14,Fair,0.3757286239506929,164222.0,1.0,Ramirezland,AK,French Guiana,4.0,2,Low
25,Female,Master's,Single,,780.0,30063.0,Personal,Self-employed,4,Fair,0.1128911294138814,251924.0,1.0,Williamsview,MN,Vanuatu,0.0,0,Low
48,Non-binary,Associate's,Single,59044.58050219715,825.0,32863.0,Auto,Employed,17,Excellent,0.418482480713525,80718.0,4.0,Lake Michellefort,WA,Puerto Rico,,2,Low
48,Male,PhD,Widowed,79188.93605351383,694.0,26997.0,Personal,Self-employed,4,Excellent,0.1362622237619911,299014.0,1.0,Carolburgh,VI,Slovenia,2.0,1,Low
52,Non-binary,Master's,Widowed,132641.37146079802,803.0,24985.0,Auto,Employed,7,Good,0.3106277358427739,83881.0,,Gordonfurt,CA,Panama,3.0,0,Low
22,Female,Associate's,Widowed,54718.29452057741,684.0,6369.0,Business,Employed,7,Excellent,0.5323449937406033,249089.0,1.0,Bakerchester,RI,South Africa,,0,Low
48,Non-binary,Associate's,Single,94013.94229951652,,26049.0,Business,Self-employed,16,Excellent,0.1806427675248269,,4.0,East Anne,DE,Lebanon,,2,Low
59,Male,PhD,Divorced,116156.54690074483,711.0,21212.0,Business,Unemployed,18,Good,0.2240231517513287,136026.0,1.0,South Wendystad,VI,Norfolk Island,3.0,0,Low
